t_s,altitude_m,velocity_mps,accel_mps2,mass_kg,thrust_N,drag_N,cd,mach,q_Pa,cg_mm,static_margin_cal,phase
40.9550,163.142,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
40.9750,163.039,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
40.9950,162.937,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.0150,162.834,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.0350,162.732,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.0550,162.629,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.0750,162.527,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.0950,162.424,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.1150,162.321,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.1350,162.219,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.1550,162.116,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.1750,162.014,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.1950,161.911,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.2150,161.809,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.2350,161.706,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.2550,161.604,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.2750,161.501,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.2950,161.399,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.3150,161.296,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.3350,161.194,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.3550,161.091,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.3750,160.989,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.3950,160.886,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.4150,160.784,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.4350,160.681,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.4550,160.579,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.4750,160.476,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.4950,160.374,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.5150,160.271,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.5350,160.169,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.5550,160.066,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.5750,159.964,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.5950,159.861,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.6150,159.759,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.6350,159.656,-5.126,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.6550,159.554,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.6750,159.451,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.6950,159.348,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.7150,159.246,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.7350,159.143,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.7550,159.041,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.7750,158.938,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.7950,158.836,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.8150,158.733,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.8350,158.631,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.8550,158.528,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.8750,158.426,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.8950,158.323,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.9150,158.221,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.9350,158.118,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.9550,158.016,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.9750,157.913,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
41.9950,157.811,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.0150,157.708,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.0350,157.606,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.0550,157.503,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.0750,157.401,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.0950,157.298,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.1150,157.196,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.1350,157.093,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.1550,156.991,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.1750,156.888,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.1950,156.786,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.2150,156.683,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.2350,156.581,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.2550,156.478,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.2750,156.376,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.2950,156.273,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.3150,156.171,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.3350,156.068,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.3550,155.966,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.3750,155.863,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.3950,155.761,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.4150,155.659,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.4350,155.556,-5.125,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.4550,155.454,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.4750,155.351,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.4950,155.249,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.5150,155.146,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.5350,155.044,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.5550,154.941,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.5750,154.839,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.5950,154.736,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.6150,154.634,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.6350,154.531,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.6550,154.429,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.6750,154.326,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.6950,154.224,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.7150,154.121,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.7350,154.019,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.7550,153.916,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.7750,153.814,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.7950,153.711,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.8150,153.609,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.8350,153.506,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.8550,153.404,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.8750,153.301,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.8950,153.199,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.9150,153.096,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.9350,152.994,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.9550,152.891,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.9750,152.789,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
42.9950,152.686,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.0150,152.584,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.0350,152.482,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.0550,152.379,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.0750,152.277,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.0950,152.174,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.1150,152.072,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.1350,151.969,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.1550,151.867,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.1750,151.764,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.1950,151.662,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.2150,151.559,-5.124,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.2350,151.457,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.2550,151.354,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.2750,151.252,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.2950,151.149,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.3150,151.047,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.3350,150.944,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.3550,150.842,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.3750,150.740,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.3950,150.637,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.4150,150.535,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.4350,150.432,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.4550,150.330,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.4750,150.227,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.4950,150.125,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.5150,150.022,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.5350,149.920,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.5550,149.817,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.5750,149.715,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.5950,149.612,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.6150,149.510,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.6350,149.408,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.6550,149.305,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.6750,149.203,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.6950,149.100,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.7150,148.998,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.7350,148.895,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.7550,148.793,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.7750,148.690,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.7950,148.588,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.8150,148.485,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.8350,148.383,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.8550,148.280,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.8750,148.178,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.8950,148.076,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.9150,147.973,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.9350,147.871,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.9550,147.768,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.9750,147.666,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
43.9950,147.563,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.0150,147.461,-5.123,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.0350,147.358,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.0550,147.256,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.0750,147.154,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.0950,147.051,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.1150,146.949,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.1350,146.846,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.1550,146.744,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.1750,146.641,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.1950,146.539,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.2150,146.436,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.2350,146.334,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.2550,146.232,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.2750,146.129,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.2950,146.027,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.3150,145.924,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.3350,145.822,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.3550,145.719,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.3750,145.617,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.3950,145.514,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.4150,145.412,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.4350,145.310,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.4550,145.207,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.4750,145.105,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.4950,145.002,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.5150,144.900,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.5350,144.797,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.5550,144.695,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.5750,144.592,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.5950,144.490,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.6150,144.388,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.6350,144.285,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.6550,144.183,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.6750,144.080,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.6950,143.978,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.7150,143.875,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.7350,143.773,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.7550,143.671,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.7750,143.568,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.7950,143.466,-5.122,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.8150,143.363,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.8350,143.261,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.8550,143.158,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.8750,143.056,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.8950,142.954,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.9150,142.851,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.9350,142.749,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.9550,142.646,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.9750,142.544,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
44.9950,142.441,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.0150,142.339,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.0350,142.237,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.0550,142.134,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.0750,142.032,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.0950,141.929,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.1150,141.827,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.1350,141.724,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.1550,141.622,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.1750,141.520,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.1950,141.417,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.2150,141.315,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.2350,141.212,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.2550,141.110,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.2750,141.008,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.2950,140.905,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.3150,140.803,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.3350,140.700,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.3550,140.598,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.3750,140.495,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.3950,140.393,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.4150,140.291,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.4350,140.188,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.4550,140.086,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.4750,139.983,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.4950,139.881,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.5150,139.779,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.5350,139.676,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.5550,139.574,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.5750,139.471,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.5950,139.369,-5.121,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.6150,139.266,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.6350,139.164,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.6550,139.062,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.6750,138.959,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.6950,138.857,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.7150,138.754,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.7350,138.652,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
