t_s,altitude_m,velocity_mps,accel_mps2,mass_kg,thrust_N,drag_N,cd,mach,q_Pa,cg_mm,static_margin_cal,phase
45.7550,138.550,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.7750,138.447,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.7950,138.345,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.8150,138.242,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.8350,138.140,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.8550,138.038,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.8750,137.935,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.8950,137.833,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.9150,137.730,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.9350,137.628,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.9550,137.526,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.9750,137.423,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
45.9950,137.321,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.0150,137.218,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.0350,137.116,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.0550,137.014,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.0750,136.911,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.0950,136.809,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.1150,136.706,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.1350,136.604,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.1550,136.502,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.1750,136.399,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.1950,136.297,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.2150,136.194,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.2350,136.092,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.2550,135.990,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.2750,135.887,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.2950,135.785,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.3150,135.682,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.3350,135.580,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.3550,135.478,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.3750,135.375,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.3950,135.273,-5.120,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.4150,135.170,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.4350,135.068,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.4550,134.966,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.4750,134.863,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.4950,134.761,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.5150,134.659,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.5350,134.556,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.5550,134.454,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.5750,134.351,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.5950,134.249,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.6150,134.147,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.6350,134.044,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.6550,133.942,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.6750,133.839,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.6950,133.737,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.7150,133.635,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.7350,133.532,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.7550,133.430,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.7750,133.328,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.7950,133.225,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.8150,133.123,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.8350,133.020,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.8550,132.918,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.8750,132.816,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.8950,132.713,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.9150,132.611,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.9350,132.509,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.9550,132.406,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.9750,132.304,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
46.9950,132.201,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.0150,132.099,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.0350,131.997,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.0550,131.894,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.0750,131.792,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.0950,131.690,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.1150,131.587,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.1350,131.485,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.1550,131.382,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.1750,131.280,-5.119,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.1950,131.178,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.2150,131.075,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.2350,130.973,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.2550,130.871,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.2750,130.768,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.2950,130.666,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.3150,130.563,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.3350,130.461,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.3550,130.359,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.3750,130.256,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.3950,130.154,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.4150,130.052,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.4350,129.949,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.4550,129.847,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.4750,129.745,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.4950,129.642,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.5150,129.540,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.5350,129.437,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.5550,129.335,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.5750,129.233,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.5950,129.130,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.6150,129.028,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.6350,128.926,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.6550,128.823,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.6750,128.721,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.6950,128.619,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.7150,128.516,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.7350,128.414,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.7550,128.312,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.7750,128.209,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.7950,128.107,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.8150,128.004,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.8350,127.902,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.8550,127.800,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.8750,127.697,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.8950,127.595,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.9150,127.493,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.9350,127.390,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.9550,127.288,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.9750,127.186,-5.118,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
47.9950,127.083,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.0150,126.981,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.0350,126.879,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.0550,126.776,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.0750,126.674,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.0950,126.572,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.1150,126.469,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.1350,126.367,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.1550,126.265,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.1750,126.162,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.1950,126.060,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.2150,125.957,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.2350,125.855,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.2550,125.753,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.2750,125.650,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.2950,125.548,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.3150,125.446,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.3350,125.343,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.3550,125.241,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.3750,125.139,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.3950,125.036,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.4150,124.934,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.4350,124.832,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.4550,124.729,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.4750,124.627,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.4950,124.525,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.5150,124.422,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.5350,124.320,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.5550,124.218,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.5750,124.115,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.5950,124.013,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.6150,123.911,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.6350,123.808,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.6550,123.706,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.6750,123.604,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.6950,123.501,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.7150,123.399,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.7350,123.297,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.7550,123.194,-5.117,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.7750,123.092,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.7950,122.990,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.8150,122.887,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.8350,122.785,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.8550,122.683,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.8750,122.580,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.8950,122.478,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.9150,122.376,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.9350,122.273,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.9550,122.171,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.9750,122.069,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
48.9950,121.966,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.0150,121.864,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.0350,121.762,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.0550,121.659,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.0750,121.557,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.0950,121.455,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.1150,121.353,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.1350,121.250,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.1550,121.148,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.1750,121.046,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.1950,120.943,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.2150,120.841,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.2350,120.739,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.2550,120.636,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.2750,120.534,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.2950,120.432,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.3150,120.329,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.3350,120.227,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.3550,120.125,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.3750,120.022,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.3950,119.920,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.4150,119.818,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.4350,119.715,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.4550,119.613,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.4750,119.511,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.4950,119.408,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.5150,119.306,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.5350,119.204,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.5550,119.102,-5.116,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.5750,118.999,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.5950,118.897,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.6150,118.795,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.6350,118.692,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.6550,118.590,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.6750,118.488,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.6950,118.385,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.7150,118.283,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.7350,118.181,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.7550,118.078,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.7750,117.976,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.7950,117.874,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.8150,117.772,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.8350,117.669,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.8550,117.567,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.8750,117.465,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.8950,117.362,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.9150,117.260,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.9350,117.158,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.9550,117.055,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.9750,116.953,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
49.9950,116.851,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
50.0150,116.749,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
50.0350,116.646,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
50.0550,116.544,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
50.0750,116.442,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
50.0950,116.339,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
50.1150,116.237,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
50.1350,116.135,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
50.1550,116.032,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
50.1750,115.930,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0151,15.8,677.62,2.9196,descent
50.1950,115.828,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0150,15.8,677.62,2.9196,descent
50.2150,115.726,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0150,15.8,677.62,2.9196,descent
50.2350,115.623,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0150,15.8,677.62,2.9196,descent
50.2550,115.521,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0150,15.8,677.62,2.9196,descent
50.2750,115.419,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0150,15.8,677.62,2.9196,descent
50.2950,115.316,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0150,15.8,677.62,2.9196,descent
50.3150,115.214,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0150,15.8,677.62,2.9196,descent
50.3350,115.112,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0150,15.8,677.62,2.9196,descent
50.3550,115.010,-5.115,0.001,1.15570,0.00,-11.335,0.0000,0.0150,15.8,677.62,2.9196,descent
50.3750,114.907,-5.114,0.001,1.15570,0.00,-11.335,0.0000,0.0150,15.8,677.62,2.9196,descent
50.3950,114.805,-5.114,0.001,1.15570,0.00,-11.335,0.0000,0.0150,15.8,677.62,2.9196,descent
50.4150,114.703,-5.114,0.001,1.15570,0.00,-11.335,0.0000,0.0150,15.8,677.62,2.9196,descent
50.4350,114.600,-5.114,0.001,1.15570,0.00,-11.335,0.0000,0.0150,15.8,677.62,2.9196,descent
50.4550,114.498,-5.114,0.001,1.15570,0.00,-11.335,0.0000,0.0150,15.8,677.62,2.9196,descent
50.4750,114.396,-5.114,0.001,1.15570,0.00,-11.335,0.0000,0.0150,15.8,677.62,2.9196,descent
50.4950,114.294,-5.114,0.001,1.15570,0.00,-11.335,0.0000,0.0150,15.8,677.62,2.9196,descent
50.5150,114.191,-5.114,0.001,1.15570,0.00,-11.335,0.0000,0.0150,15.8,677.62,2.9196,descent
50.5350,114.089,-5.114,0.001,1.15570,0.00,-11.335,0.0000,0.0150,15.8,677.62,2.9196,descent
